web-scrapper-order,date_price,date_debut,date_fin,prix_init,prix_actuel,typologie,n_offre,nom,localite,date_debut-jour,Nb semaines,cle_station,nom_station
,07/08/2023,09/09/2023,15/09/2023,758,720,3 Pièces 4 Personnes,112876,Résidence Les Andalouses,Cap d'Agde,,36,160,CAP D'AGDE
,07/08/2023,16/09/2023,22/09/2023,697,662,3 Pièces 4 Personnes,112876,Résidence Les Andalouses,Cap d'Agde,,37,160,CAP D'AGDE
,07/08/2023,23/09/2023,29/09/2023,697,662,3 Pièces 4 Personnes,112876,Résidence Les Andalouses,Cap d'Agde,,38,160,CAP D'AGDE
,07/08/2023,30/09/2023,06/10/2023,697,662,3 Pièces 4 Personnes,112876,Résidence Les Andalouses,Cap d'Agde,,39,160,CAP D'AGDE
,07/08/2023,07/10/2023,13/10/2023,697,662,3 Pièces 4 Personnes,112876,Résidence Les Andalouses,Cap d'Agde,,40,160,CAP D'AGDE
,07/08/2023,14/10/2023,20/10/2023,697,662,3 Pièces 4 Personnes,112876,Résidence Les Andalouses,Cap d'Agde,,41,160,CAP D'AGDE
,07/08/2023,21/10/2023,27/10/2023,697,662,3 Pièces 4 Personnes,112876,Résidence Les Andalouses,Cap d'Agde,,42,160,CAP D'AGDE
,07/08/2023,28/10/2023,03/11/2023,697,662,3 Pièces 4 Personnes,112876,Résidence Les Andalouses,Cap d'Agde,,43,160,CAP D'AGDE
,07/08/2023,12/08/2023,18/08/2023,300,300,Studio pour 2 Personnes,365254,Résidence Soleil'alp,Les 2 Alpes,,32,50,LES 2 ALPES
,07/08/2023,19/08/2023,25/08/2023,270,270,Studio pour 2 Personnes,365254,Résidence Soleil'alp,Les 2 Alpes,,33,50,LES 2 ALPES
,07/08/2023,26/08/2023,01/09/2023,201,201,Studio pour 2 Personnes,365254,Résidence Soleil'alp,Les 2 Alpes,,34,50,LES 2 ALPES
,07/08/2023,12/08/2023,18/08/2023,300,300,Studio pour 2 Personnes,365254,Résidence Soleil'alp,Les 2 Alpes,,32,50,LES 2 ALPES
,07/08/2023,19/08/2023,25/08/2023,270,270,Studio pour 2 Personnes,365254,Résidence Soleil'alp,Les 2 Alpes,,33,50,LES 2 ALPES
,07/08/2023,26/08/2023,01/09/2023,201,201,Studio pour 2 Personnes,365254,Résidence Soleil'alp,Les 2 Alpes,,34,50,LES 2 ALPES
,07/08/2023,26/08/2023,01/09/2023,345,345,2 Pièces pour 3 Personnes,462564,Résidence Sylvie,Luchon - Superbagnères,,34,62,LUCHON - SUPERBAGNÈRES
,07/08/2023,09/09/2023,15/09/2023,345,345,2 Pièces pour 3 Personnes,462564,Résidence Sylvie,Luchon - Superbagnères,,36,62,LUCHON - SUPERBAGNÈRES
,07/08/2023,04/11/2023,10/11/2023,281,281,2 Pièces pour 3 Personnes,462564,Résidence Sylvie,Luchon - Superbagnères,,44,62,LUCHON - SUPERBAGNÈRES
,07/08/2023,11/11/2023,17/11/2023,281,281,2 Pièces pour 3 Personnes,462564,Résidence Sylvie,Luchon - Superbagnères,,45,62,LUCHON - SUPERBAGNÈRES
,07/08/2023,18/11/2023,24/11/2023,281,281,2 Pièces pour 3 Personnes,462564,Résidence Sylvie,Luchon - Superbagnères,,46,62,LUCHON - SUPERBAGNÈRES
,07/08/2023,19/08/2023,25/08/2023,882,882,Studio pour 4 Personnes,862604,Résidence Villa Marie,Le Grau-du-Roi,,33,618,LE GRAU-DU-ROI
,07/08/2023,26/08/2023,01/09/2023,729,729,Studio pour 4 Personnes,862604,Résidence Villa Marie,Le Grau-du-Roi,,34,618,LE GRAU-DU-ROI
,07/08/2023,02/09/2023,08/09/2023,729,729,Studio pour 4 Personnes,862604,Résidence Villa Marie,Le Grau-du-Roi,,35,618,LE GRAU-DU-ROI
,07/08/2023,09/09/2023,15/09/2023,729,729,Studio pour 4 Personnes,862604,Résidence Villa Marie,Le Grau-du-Roi,,36,618,LE GRAU-DU-ROI
,07/08/2023,16/09/2023,22/09/2023,729,729,Studio pour 4 Personnes,862604,Résidence Villa Marie,Le Grau-du-Roi,,37,618,LE GRAU-DU-ROI
,07/08/2023,23/09/2023,29/09/2023,635,635,Studio pour 4 Personnes,862604,Résidence Villa Marie,Le Grau-du-Roi,,38,618,LE GRAU-DU-ROI
,07/08/2023,30/09/2023,06/10/2023,635,635,Studio pour 4 Personnes,862604,Résidence Villa Marie,Le Grau-du-Roi,,39,618,LE GRAU-DU-ROI
,07/08/2023,07/10/2023,13/10/2023,635,635,Studio pour 4 Personnes,862604,Résidence Villa Marie,Le Grau-du-Roi,,40,618,LE GRAU-DU-ROI
,07/08/2023,14/10/2023,20/10/2023,635,635,Studio pour 4 Personnes,862604,Résidence Villa Marie,Le Grau-du-Roi,,41,618,LE GRAU-DU-ROI
,07/08/2023,21/10/2023,27/10/2023,635,635,Studio pour 4 Personnes,862604,Résidence Villa Marie,Le Grau-du-Roi,,42,618,LE GRAU-DU-ROI
,07/08/2023,28/10/2023,03/11/2023,635,635,Studio pour 4 Personnes,862604,Résidence Villa Marie,Le Grau-du-Roi,,43,618,LE GRAU-DU-ROI
,07/08/2023,04/11/2023,10/11/2023,541,541,Studio pour 4 Personnes,862604,Résidence Villa Marie,Le Grau-du-Roi,,44,618,LE GRAU-DU-ROI
,07/08/2023,11/11/2023,17/11/2023,541,541,Studio pour 4 Personnes,862604,Résidence Villa Marie,Le Grau-du-Roi,,45,618,LE GRAU-DU-ROI
,07/08/2023,18/11/2023,24/11/2023,541,541,Studio pour 4 Personnes,862604,Résidence Villa Marie,Le Grau-du-Roi,,46,618,LE GRAU-DU-ROI
